DATE      ,Tmin (F),Tmax (F),Tmean (F),Precip (in),Sr (lang),Tdew (F),Uz (mph)
9/4/2017,59.39,96.4,77.21,0.02,525.13,52.21,2.24
9/5/2017,55.5,96.3,77.21,0,500.49,49.8,3.48
9/6/2017,61.28,89.9,75.88,0,383.99,52.97,2.66
9/7/2017,56.41,89.6,72.04,0,572.04,50.34,3.19
9/8/2017,53.91,86.3,69.31,0,542.99,46.83,3.57
9/9/2017,49.58,83.5,67.07,0,577.02,47.2,1.96
9/10/2017,49.65,87.7,70.38,0,562.38,46.23,2.61
9/11/2017,53.36,92,73.61,0.02,493.6,48.14,2.84
9/12/2017,56.52,87.5,71.05,0.17,486.64,55.31,3.59
9/13/2017,52.93,85.2,68.52,0,547.62,52.26,3.75
9/14/2017,52.75,82.8,67.48,0,458.05,46.96,4.92
9/15/2017,43.33,71.19,59.41,0,513.5,39.9,3.71
9/16/2017,34.51,70.72,55.11,0,458.45,32.58,2.09
9/17/2017,39.78,81.1,60.89,0,546.13,35.24,1.95
9/18/2017,40.01,80,61.82,0,462.76,38.56,7.29
9/19/2017,45.63,68.23,57.14,0,539.64,35.94,3.9
9/20/2017,40.07,76.12,56.95,0.01,361.96,38.27,5.87
9/21/2017,37.63,56.61,47.78,0.04,320.55,38.53,5.52
9/22/2017,33.12,56.07,43.07,0.02,344.76,34,2.44
9/23/2017,27.38,59.58,43.77,0,529.57,28.58,2.48
9/24/2017,28.48,64.16,46.47,0,477.01,29.56,2.08
9/25/2017,32.28,68.64,50.09,0,478.88,30.99,1.94
9/26/2017,33.53,69.98,52.85,0,476.32,32.54,3.22
9/27/2017,33.66,72.93,53.27,0,479.11,32.87,2.21
9/28/2017,35.33,76.71,55.23,0,474.63,32.28,1.8
9/29/2017,38.99,79.16,59.04,0,362.15,33.09,2.68
9/30/2017,42.02,74.38,60.81,0,460.19,33.3,4.39
10/1/2017,37.92,63.9,52.54,0,453.84,27.8,5.51
10/2/2017,28.75,58.84,46.97,0,461.05,22.18,3.89
10/3/2017,40.03,61.27,49.69,0,360.41,26.71,7.64
10/4/2017,32.63,65.38,49.57,0,418.64,27.55,2.7
10/5/2017,30.37,68.3,48.59,0,413.15,26.87,1.82
10/6/2017,29.03,73.48,51.27,0,410.88,27.4,1.59
10/7/2017,33.55,83.1,58.61,0,403.83,28.55,2.49
10/8/2017,39.52,60.14,50.82,0,403.51,25.49,6.84
10/9/2017,26.63,62.28,44.58,0,405.13,20.74,2.58
10/10/2017,23.14,72.74,47.24,0,379.34,19.69,2.61
10/11/2017,31.72,71.19,50.52,0,306.67,21.79,4.17
10/12/2017,22.57,58.36,41.38,0,387.12,19.53,2.02
10/13/2017,23.77,67.79,44.73,0,380.91,22.44,2.34
10/14/2017,28.09,57.2,42.75,0,382.71,25.11,3.09
10/15/2017,21.56,63.87,41.88,0,355.72,19.12,1.57
10/16/2017,25.49,72.01,45.97,0,343.26,23.83,1.28
10/17/2017,29.4,74.31,48.64,0,311.43,25.48,1.38
10/18/2017,29.03,78.12,51.52,0,365.38,23.15,1.83
10/19/2017,30.49,78.01,55.29,0,353.07,25.64,3.3
10/20/2017,33.58,62.41,49.07,0,326.38,26.25,8.19
10/21/2017,24.24,64.5,44,0,345.3,28.75,2.55
10/22/2017,27.86,76.84,52.01,0,343.46,29.03,2.33
10/23/2017,36.72,71.95,55.33,0,328.81,37.48,3.54
10/24/2017,35.12,70.92,51.65,0,332.43,36.3,1.73
10/25/2017,33.3,73.75,51.66,0,321.23,35.62,1.55
10/26/2017,32.32,73.43,51.52,0,326.89,32.37,1.99
10/27/2017,32.81,71.94,50.95,0,319,32.97,1.79
10/28/2017,32.94,73.87,51.63,0,311.58,34.62,1.33
10/29/2017,34.96,77.22,53.55,0,309.14,34.61,1.44
10/30/2017,37.04,67.96,51.38,0,245.4,32.99,3.65
10/31/2017,29.8,60.69,45.52,0,299.66,27.65,2.54
11/1/2017,28.18,72.37,47.93,0,295.33,28.47,1.98
11/2/2017,33.07,71.06,52.76,0,286.46,29.61,2.75
11/3/2017,38.1,64.89,50.63,0,247.99,31.97,4.08
11/4/2017,39.34,63.39,49.57,0,177.37,32.11,4.34
11/5/2017,25.15,61.5,42.93,0,287.61,25.89,3.68
11/6/2017,21.5,54.61,37.99,0,284.21,24.07,2.55
11/7/2017,18.98,51.06,34.69,0,278.75,21.41,2.08
11/8/2017,23.09,54.16,38.56,0,175.84,22.29,2.68
11/9/2017,30.75,64.3,51.04,0,220.37,30.17,4.63
11/10/2017,35,62.11,47.36,0,216.34,31.34,3.05
11/11/2017,24.3,60.66,41.6,0,271.24,29.08,1.8
11/12/2017,23.71,63.52,40.63,0,264.21,26.02,1.66
11/13/2017,22.92,66.58,45.81,0,256,27.69,4.48
11/14/2017,34.45,58.98,48.46,0,255.58,30.4,3.87
11/15/2017,32.64,64.16,49.87,0,128.16,33.27,5.77
11/16/2017,44.8,57.53,50.32,0.24,136.51,43.9,6.68
11/17/2017,25.09,48.13,39.59,0.01,234.65,29.01,4.74
11/18/2017,21.08,49.25,33.3,0,267.37,23.21,2.27
11/19/2017,20.41,49.82,35.03,0,212.89,25.45,1.12
11/20/2017,36.82,63.44,48.45,0,117.36,33.99,1.91
11/21/2017,39.95,70.47,52.78,0,209.4,40.01,2.04
11/22/2017,34.16,67.79,50.54,0,227.55,40.09,1.57
11/23/2017,36.96,74.21,54.35,0,228.21,37.98,2.07
11/24/2017,45.41,66.24,54.41,0,227.12,36.18,2.66
11/25/2017,35.92,65.42,48.74,0,192.19,33.73,1.69
11/26/2017,34.66,74.89,53.94,0,158.32,31.78,8.62
11/27/2017,28.65,53.51,43.67,0.02,196.25,31.34,5.75
11/28/2017,21.56,54.35,36.08,0,243.12,26.87,1.92
11/29/2017,22.85,50.16,35.87,0,235.82,26.58,3.01
11/30/2017,20.41,52.44,35.45,0,229.41,26.15,1.46
12/1/2017,22,54.75,36.04,0,211.46,27.37,1.39
12/2/2017,22.31,55.32,35.72,0,183.69,26.28,1.39
12/3/2017,18.67,52.76,38.82,0,246.02,20.22,8.69
12/4/2017,12.31,38.6,25.27,0,235.76,14.65,3.17
12/5/2017,10.97,39.91,23.96,0,234.72,13.9,1.34
12/6/2017,12.88,40.58,24.39,0,233.87,14.92,1.46
12/7/2017,10.86,43.75,25.06,0,231.43,15.78,1.09
12/8/2017,11.83,44.58,26.04,0,230.09,16.42,1.17
12/9/2017,12.83,45.17,25.97,0,228.87,16.27,1.13
12/10/2017,11.41,43.15,25.68,0,223.57,16.47,1.28
12/11/2017,9.62,45.56,24.58,0,224.12,15.72,0.96
12/12/2017,9.57,42.85,23.7,0,228.57,15.38,1.1
12/13/2017,8.22,44.7,23.36,0,208.22,15.16,1.13
12/14/2017,13.56,46.08,26.46,0,214.44,16.89,1.1
12/15/2017,12.51,44.7,29.16,0,157.15,18.08,1.91
12/16/2017,21.88,41.07,33.41,0.01,148.59,21.77,7.22
12/17/2017,11.58,40.03,24.77,0,221.98,15.47,1.82
12/18/2017,14.6,45.74,26.95,0.01,209.23,16.43,1.47
12/19/2017,14.23,52.79,29.96,0,101.57,17.91,2.42
12/20/2017,21,53.82,35.21,0,162.9,19.82,6.94
12/21/2017,11.64,35.76,22.39,0,223.81,14.98,2.16
12/22/2017,8.95,33.32,24.13,0,100.27,17.29,1.61
12/23/2017,29.35,50.91,35.9,0,150.96,24.02,2.02
12/24/2017,28.88,41.32,35.06,0,85.14,23.51,1.73
12/25/2017,23.96,56.71,36.87,0,202.37,26.43,1.33
12/26/2017,18.38,55.94,34.13,0,226.07,25.46,1.32
12/27/2017,18.02,51.84,31.2,0,202.35,22.77,1.33
12/28/2017,16.37,55.33,31.98,0,218.49,19.28,1.24
12/29/2017,22.19,45.37,31.98,0,92.03,21.17,0.93
12/30/2017,26.24,51.16,36.34,0,111.56,20.9,2.08
12/31/2017,19.79,49.43,34.07,0,194.38,20.69,1.71
1/1/2018,21.94,56.93,37,0,226.2,22,1.44
